Recording	Participant	Timeline	TOI	Interval	Media	Duration_of_interval	Start_of_interval	Last_key_press	Last_AOI_viewed	AOI_at_interval_end	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Number_of_whole_fixations	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Number_of_saccades	Average_peak_velocity_of_saccades	Minimum_peak_velocity_of_saccades	Maximum_peak_velocity_of_saccades	Standard_deviation_of_peak_velocity_of_saccades	Average_amplitude_of_saccades	Minimum_amplitude_of_saccades	Maximum_amplitude_of_saccades	Total_amplitude_of_saccades	Time_to_first_saccade	Direction_of_first_saccade	Peak_velocity_of_first_saccade	Average_velocity_of_first_saccade	Amplitude_of_first_saccade
Recording2	Participante 2	Timeline1	Imagen 8	1	Imagen 8	4999	84901				4097	256	16	150	3,16565	12	112,76	42,65	239,12	71,53	2,61	0,79	6,11	31,29	19	13,62	53,65	53,65	0,79
Recording2	Participante 2	Timeline1	imagenes 13	1	imagenes 13	4999	94898				3398	378	9	183	3,12151	9	113,89	30,86	203,65	72,6	3,79	0,9	8,37	34,08	181	242,49	37,29	37,29	1,44
Recording2	Participante 2	Timeline1	Entire Recording	1	image 2,image 7,imagen 4,imagen 5,imagen 10,Imagen 1,Imagen 3,Imagen 6,Imagen 8,imagenes 13	100102	0				73480	404	182	500	3,14616	141	104,14	30,26	510,93	87,86	2,73	0,48	11,4	385,34	265	319,55	397,03	397,03	7,03
Recording8	Participante 8	Timeline1	image 2	1	image 2	4999	49380				3664	282	13	400	3,58713	13	151,22	38,12	325,8	91,65	4,85	0,95	10,67	63,01	437	210,79	325,8	176,07	8,29
Recording8	Participante 8	Timeline1	image 7	1	image 7	5015	74407				3847	296	13	316	3,88568	14	175,67	35,19	308,08	67,9	5,63	1,09	10,04	78,85	442	268,64	189,72	111,85	3,23
Recording8	Participante 8	Timeline1	imagen 4	1	imagen 4	4999	59411				3964	233	17	183	3,57272	18	113,54	33,94	308,98	76,01	3,81	0,85	8,65	68,62	116	101,41	77,48	55,49	2,76
Recording8	Participante 8	Timeline1	imagen 5	1	imagen 5	4999	64410				3431	429	8	217	3,76971	9	75,78	31,95	152,45	34,63	2,39	0,7	4	21,55	197	28,58	152,45	104,18	4
Recording8	Participante 8	Timeline1	imagen 10	1	imagen 10	4999	84422				3814	424	9	150	4,2027	10	108,95	30,71	199,13	50,07	3,05	1,16	4,98	30,5	37	330,97	79,97	65,13	2,71
Recording8	Participante 8	Timeline1	Imagen 1	1	Imagen 1	5016	44365				3231	404	8	383	3,59829	8	101,73	34,31	227,12	72,89	3,45	0,89	7,92	27,58	1622	81,77	52,34	48,14	2,11
Recording8	Participante 8	Timeline1	Imagen 3	1	Imagen 3	5032	54379				4097	410	10	366	3,49948	11	100,69	43,53	240,55	68,29	3,03	1,01	5,56	33,28	368	188,04	168,02	107,25	5,56
Recording8	Participante 8	Timeline1	Imagen 6	1	Imagen 6	4999	69409				3681	335	11	117	3,58397	12	119,29	39,7	318,1	77,13	4,26	1,12	12,57	51,08	144	46,75	174	106,69	3,85
Recording8	Participante 8	Timeline1	Imagen 8	1	Imagen 8	4999	79423				2815	313	9	117	4,21788	9	188,27	62,86	357,99	94,99	5,72	1,4	9,34	51,47	90	163,72	62,86	62,86	1,4
Recording8	Participante 8	Timeline1	imagenes 13	1	imagenes 13	4999	89420				4064	339	12	233	4,03805	12	235,22	36,81	464,44	130,55	6,73	0,68	12,34	80,77	301	170,58	308,63	142,48	7,06
Recording8	Participante 8	Timeline1	Entire Recording	1	image 2,image 7,imagen 4,imagen 5,imagen 10,Imagen 1,Imagen 3,Imagen 6,Imagen 8,imagenes 13	94621	0				83539	539	155	250	3,86335	150	143,44	30,71	464,44	96,38	4,62	0,68	13,61	693,13	570	269,18	96,74	80,49	2,97
Recording12	Participante 12	Timeline1	image 2	1	image 2	5016	49714				2748	275	10	416	2,72695	9	170,93	88,12	339,33	89,16	5,08	2,78	9,46	45,74	894	36,65	149,4	99,97	5,83
Recording12	Participante 12	Timeline1	image 7	1	image 7	4999	74742				3014	215	14	416	2,94442	13	128,86	33,77	506,48	141,32	3,49	1,21	11,49	45,31	532	117,43	271,08	143,32	7,44
Recording12	Participante 12	Timeline1	imagen 4	1	imagen 4	4999	59729				1665	238	7	167	3,00549	6	105,2	32,81	184,4	63,49	2,68	0,87	3,76	16,07	223	129,59	70,18	61,61	2,42
Recording12	Participante 12	Timeline1	imagen 5	1	imagen 5	5015	64727				1699	243	7	133	3,14222	7	61,89	31,71	103,3	24,18	1,84	1,06	3,13	12,9	137	350,27	103,3	84,04	3,13
Recording12	Participante 12	Timeline1	imagen 10	1	imagen 10	4999	84739				1582	176	9	217	3,28923	9	105,93	36,55	211,26	65,82	3,06	0,83	6,45	27,52	144	14,49	76,45	61,45	2,16
Recording12	Participante 12	Timeline1	Imagen 1	1	Imagen 1	5016	44699				2848	475	6	266	3,07977	6	124,81	32,58	472,8	171,39	3,1	0,79	10,68	18,58	64	131,78	472,8	226,72	10,68
Recording12	Participante 12	Timeline1	Imagen 3	1	Imagen 3	4999	54730				2731	248	11	217	2,98572	8	165,01	36,47	366,82	116,2	3,74	1,14	5,87	29,94	8	322,1	36,47	36,47	1,14
Recording12	Participante 12	Timeline1	Imagen 6	1	Imagen 6	4999	69743				1865	233	8	217	3,20452	5	82,66	36,7	142,7	38,32	2,55	1,15	4,36	12,74	185	329,3	80,54	62,69	2,43
Recording12	Participante 12	Timeline1	Imagen 8	1	Imagen 8	4999	79740				1699	243	7	200	3,2689	4	57,1	33,7	72,53	16,55	1,72	0,99	2,13	6,87	446	277,44	62,6	56,6	1,98
Recording12	Participante 12	Timeline1	imagenes 13	1	imagenes 13	5015	89738				2282	228	10	83	3,32427	8	324,8	39,64	643,04	192,64	6,62	1,19	10,68	52,97	291	310,53	100,3	67,44	2,76
Recording12	Participante 12	Timeline1	Entire Recording	1	image 2,image 7,imagen 4,imagen 5,imagen 10,Imagen 1,Imagen 3,Imagen 6,Imagen 8,imagenes 13	94954	0				63804	476	134	5096	2,98727	106	129,86	31,71	643,04	117,45	3,74	0,79	11,49	396,47	5258	69,04	97,1	91,89	3,4
Recording20	Participante 20	Timeline1	image 2	1	image 2	5015	48073				3781	236	16	250	3,00773	16	200,09	32,11	487,98	160,14	5,97	0,85	16,09	95,45	221	32,27	58,87	48,67	1,07
Recording20	Participante 20	Timeline1	image 7	1	image 7	4999	73101				4080	240	17	150	3,14194	18	132,02	31,72	409,94	113,32	4,46	0,68	14,24	80,29	176	96,83	31,72	31,72	0,68
Recording20	Participante 20	Timeline1	imagen 4	1	imagen 4	4999	58088				3564	255	14	83	2,75369	15	140,42	37,03	331,5	93,81	4,66	0,79	11,84	69,92	150	136,26	43	40,08	1,52
Recording20	Participante 20	Timeline1	imagen 5	1	imagen 5	5015	63086				4330	394	11	133	2,87837	12	82,11	35,99	172,59	34,95	2,59	0,72	4,49	31,08	164	120,92	88,54	68,32	2,84
Recording20	Participante 20	Timeline1	imagen 10	1	imagen 10	4999	83098				3114	389	8	117	3,35756	8	102,19	62,98	169,46	39,96	3,55	1,86	6,08	28,36	171	188,45	169,46	165,75	6,08
Recording20	Participante 20	Timeline1	Imagen 1	1	Imagen 1	5016	43058				4380	337	13	133	3,36533	13	109,92	36,44	228,24	54,33	3,41	0,82	7,47	44,35	140	41,58	133,37	80,59	4,27
Recording20	Participante 20	Timeline1	Imagen 3	1	Imagen 3	4999	53089				3814	381	10	167	2,9734	11	104,17	31,17	259,63	80,47	3,52	1,14	9,16	38,76	169	251,01	100,48	74,81	3,5
Recording20	Participante 20	Timeline1	Imagen 6	1	Imagen 6	4999	68102				2565	366	7	200	3,06631	8	133	41,61	248,19	85,54	4,17	0,94	7,59	33,34	178	299,74	43,57	43,57	0,94
Recording20	Participante 20	Timeline1	Imagen 8	1	Imagen 8	4999	78099				4147	259	16	183	3,32694	16	185,11	42,19	467,26	139,62	5,96	1,11	12,93	95,37	173	267,45	111,09	82,25	4,41
Recording20	Participante 20	Timeline1	imagenes 13	1	imagenes 13	5015	88097				4097	256	16	183	3,25673	17	160,36	32,43	514,91	141,1	4,94	0,83	14,89	84,06	135	228,74	71,12	56,14	2,04
Recording20	Participante 20	Timeline1	Entire Recording	1	image 2,image 7,imagen 4,imagen 5,imagen 10,Imagen 1,Imagen 3,Imagen 6,Imagen 8,imagenes 13	93297	0				76361	413	185	300	3,20567	180	135,81	31,17	606,77	111,23	4,6	0,68	16,09	827,78	512	189,85	52,85	52,85	1,69
Recording6	Participante 6	Timeline1	image 2	1	image 2	5015	53264				4230	353	12	133	2,93706	13	103,97	30,35	238,77	68,46	3,3	0,75	7,24	42,96	306	87,46	37,84	34,69	1,53
Recording6	Participante 6	Timeline1	image 7	1	image 7	4999	78292				4064	339	12	167	3,09994	13	131,15	46,95	459,17	109,92	4,31	1,27	13,25	55,99	210	116,03	55,79	47,67	1,9
Recording6	Participante 6	Timeline1	imagen 4	1	imagen 4	4999	63279				3997	333	12	383	2,90648	12	100,72	36,35	175,19	46,04	3,49	0,79	6,69	41,93	284	169,13	75,25	67,04	2,69
Recording6	Participante 6	Timeline1	imagen 5	1	imagen 5	4999	68277				3997	400	10	167	3,24345	10	81,43	32,79	319,57	86,26	2,81	0,95	12,8	28,06	198	121,05	319,57	235,95	12,8
Recording6	Participante 6	Timeline1	imagen 10	1	imagen 10	4999	88289				4447	635	7	150	3,53917	7	108,78	43,55	212,08	60,59	3,85	1,75	8,09	26,97	139	65,46	212,08	119,94	8,09
Recording6	Participante 6	Timeline1	Imagen 1	1	Imagen 1	5016	48249				2565	321	8	100	3,1684	8	64,59	33,97	99,23	21,9	2,16	0,84	3,13	17,25	425	103,66	78,4	63,24	3,13
Recording6	Participante 6	Timeline1	Imagen 3	1	Imagen 3	4999	58280				4230	385	11	316	2,89003	12	161,84	31,78	498,93	127,85	4,69	1,15	9,03	56,23	187	317,58	167,49	113,83	4,06
Recording6	Participante 6	Timeline1	Imagen 6	1	Imagen 6	5015	73276				2598	325	8	383	2,89945	9	107,96	52,49	170,79	49,23	3,85	1,81	5,84	34,69	296	335,45	66,5	66,24	2,54
Recording6	Participante 6	Timeline1	Imagen 8	1	Imagen 8	4999	83290				2998	231	13	300	3,23515	15	223,67	42,04	510,77	185,51	5,24	1,14	11,65	78,61	225	163,33	76,5	66,84	2,45
Recording6	Participante 6	Timeline1	imagenes 13	1	imagenes 13	4999	93288				3547	443	8	117	3,28729	8	138,35	34,16	438,65	146,01	4,03	1,3	10,28	32,21	270	27,75	66,12	49,27	2,35
Recording6	Participante 6	Timeline1	Entire Recording	1	image 2,image 7,imagen 4,imagen 5,imagen 10,Imagen 1,Imagen 3,Imagen 6,Imagen 8,imagenes 13	98469	0				86387	533	162	167	3,18728	157	125,26	30,35	510,77	107,94	4,15	0,75	13,25	650,81	358	271,9	177,92	143,51	8,17
Recording7	Participante 7	Timeline1	image 2	1	image 2	4999	53916				3931	302	13	450	3,58012	6	130,31	77,96	167,12	31,97	2,85	1,5	4,03	17,1	2419	202,83	148,53	148,53	2,6
Recording7	Participante 7	Timeline1	image 7	1	image 7	5015	78926				3564	198	18	183	3,47236	15	149,39	32,02	544,35	128,8	3,69	0,35	10,24	55,32	158	117,79	223,1	223,1	4,38
Recording7	Participante 7	Timeline1	imagen 4	1	imagen 4	5015	63913				4130	258	16	183	3,74197	9	118,98	38,05	282,2	91,84	2,82	0,34	6,07	25,42	216	78,61	99,4	94,36	3,48
Recording7	Participante 7	Timeline1	imagen 5	1	imagen 5	4999	68929				3714	265	14	133	3,73253	8	67,14	33,79	123,59	32,69	1,81	0,6	3,4	14,51	380	0,33	102,57	72,69	2,47
Recording7	Participante 7	Timeline1	imagen 10	1	imagen 10	4999	88940				3414	201	17	117	4,30358	7	91,8	46,87	197,11	54,68	2,48	0,92	4,57	17,39	137	197,25	125,59	77,53	4,35
Recording7	Participante 7	Timeline1	Imagen 1	1	Imagen 1	5015	48900				3581	211	17	383	4,45701	9	85,82	34,22	199,2	58,52	2,78	0,88	7,45	25	1389	74,41	199,2	110,88	7,45
Recording7	Participante 7	Timeline1	Imagen 3	1	Imagen 3	4999	58914				4147	518	8	150	3,69166	5	139,15	52,61	252,22	72,58	3,45	1,32	5,27	17,27	218	258,41	123,02	123,02	2,54
Recording7	Participante 7	Timeline1	Imagen 6	1	Imagen 6	4999	73927				2981	298	10	67	3,60649	6	194,05	41,69	454,08	146,36	4,09	0,22	8,4	24,53	227	300,47	150,43	150,43	3,03
Recording7	Participante 7	Timeline1	Imagen 8	1	Imagen 8	4999	83942				3098	238	13	283	3,95066	6	154,72	46,02	347,35	123,15	4,18	1,89	8,53	25,1	189	182,48	105,26	68,26	2,69
Recording7	Participante 7	Timeline1	imagenes 13	1	imagenes 13	4999	93939				2948	211	14	100	4,25891	9	131,82	36,67	298,63	97,14	2,58	0,26	6,9	23,19	2067	126,89	298,63	143,25	6,9
Recording7	Participante 7	Timeline1	Entire Recording	1	image 2,image 7,imagen 4,imagen 5,imagen 10,Imagen 1,Imagen 3,Imagen 6,Imagen 8,imagenes 13	99138	0				72164	268	269	67	4,02092	139	106,13	31,06	544,35	89,69	2,71	0,22	10,24	376,9	758	199,81	31,34	31,34	0,64
Recording15	Participante 15	Timeline1	image 2	1	image 2	4999	58231				4047	368	11	433	3,00131	11	132,45	37,44	260,11	80,5	3,34	0,53	5,03	36,69	192	105,56	37,44	37,44	1,52
Recording15	Participante 15	Timeline1	image 7	1	image 7	5015	83242				3814	318	12	1182	2,88733	11	103,44	31,22	314,74	87,89	2,99	0,57	9,18	32,94	147	38,31	189,23	134,06	5,41
Recording15	Participante 15	Timeline1	imagen 4	1	imagen 4	5015	68229				4197	262	16	150	3,02363	15	115,63	30,45	250,08	67,45	3,06	0,83	8,16	45,97	21	27,26	108,88	68,08	3,6
Recording15	Participante 15	Timeline1	imagen 5	1	imagen 5	4999	73244				3964	396	10	283	3,14176	11	94,27	32,17	190,17	47,16	2,61	1,29	5,14	28,69	335	98,07	87,13	87,13	1,84
Recording15	Participante 15	Timeline1	imagen 10	1	imagen 10	4999	93256				4230	423	10	183	3,45727	10	90,24	30,53	147,19	43,07	2,46	0,81	4,87	24,61	409	207,59	115,68	115,68	2,19
Recording15	Participante 15	Timeline1	Imagen 1	1	Imagen 1	5015	53216				3714	619	6	966	3,4192	7	75,68	32,08	161,09	42,6	1,78	0,82	2,97	12,43	211	353,52	161,09	161,09	2,97
Recording15	Participante 15	Timeline1	Imagen 3	1	Imagen 3	4999	63230				3281	469	7	749	2,93406	7	114,85	48,42	199,15	55,29	3,16	1,06	6,37	22,15	256	232,61	199,15	110,09	6,37
Recording15	Participante 15	Timeline1	Imagen 6	1	Imagen 6	4999	78243				2482	620	4	666	3,12615	4	85,24	58,05	115,63	23,78	2,42	1,45	4,41	9,67	199	91,95	115,63	106,15	4,41
Recording15	Participante 15	Timeline1	Imagen 8	1	Imagen 8	4999	88257				4164	297	14	167	3,22077	14	142,75	35,09	337,65	87,99	4,1	0,88	10,15	57,46	211	265,66	94,62	77,03	3,34
Recording15	Participante 15	Timeline1	imagenes 13	1	imagenes 13	4999	98255				3847	481	8	167	3,20256	6	206,35	44,28	374,13	118,12	5,07	1,18	6,85	30,4	306	68,19	44,28	44,28	1,18
Recording15	Participante 15	Timeline1	Entire Recording	1	image 2,image 7,imagen 4,imagen 5,imagen 10,Imagen 1,Imagen 3,Imagen 6,Imagen 8,imagenes 13	103435	0				78143	454	172	1682	3,19903	140	116,18	30,32	374,13	73,48	3,32	0,53	10,15	464,77	5379	272,73	64,57	56,84	2,11
Recording19	Participante 19	Timeline1	image 2	1	image 2	4999	58776				3381	338	10	100	3,19833	10	119,93	32,61	206,09	59,44	4,45	0,98	8,8	44,49	739	211,49	151,68	135,45	7,01
Recording19	Participante 19	Timeline1	image 7	1	image 7	4999	83787				4230	325	13	117	3,52546	14	160,56	33,43	486,97	149,98	3,25	0,5	8,67	45,52	161	6,32	120,34	99,7	3,86
Recording19	Participante 19	Timeline1	imagen 4	1	imagen 4	5015	68774				3980	398	10	167	3,43383	10	160,23	33,36	314,74	82,25	4,01	1,03	7,32	40,1	135	141,59	175,44	145,91	7,26
Recording19	Participante 19	Timeline1	imagen 5	1	imagen 5	4999	73789				2565	641	4	283	3,3242	4	94,22	54,42	152,26	41,54	2,02	1,56	2,43	8,09	249	204,05	152,26	152,26	2,43
