Recording	Participant	Timeline	TOI	Interval	Media	Duration_of_interval	Start_of_interval	Last_key_press	Last_AOI_viewed	AOI_at_interval_end	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Number_of_whole_fixations	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Number_of_saccades	Average_peak_velocity_of_saccades	Minimum_peak_velocity_of_saccades	Maximum_peak_velocity_of_saccades	Standard_deviation_of_peak_velocity_of_saccades	Average_amplitude_of_saccades	Minimum_amplitude_of_saccades	Maximum_amplitude_of_saccades	Total_amplitude_of_saccades	Time_to_first_saccade	Direction_of_first_saccade	Peak_velocity_of_first_saccade	Average_velocity_of_first_saccade	Amplitude_of_first_saccade
Recording14	Participant14	Timeline1	imagen 9	1	imagen 9	5015	78292				2815	469	6	250	3,01355	6	238,3	43,3	570,48	217,83	6,95	0,98	21,79	41,73	258	312,02	406,13	220,23	8,21
Recording14	Participant14	Timeline1	imagen 11	1	imagen 11	4999	93305				4330	433	10	133	3,18365	11	125,13	39,18	283,78	79,89	4,02	1,19	7,9	44,18	200	311,97	252,93	143,95	7,9
Recording14	Participant14	Timeline1	inagen 5	1	inagen 5	4999	83307				4314	1078	4	167	3,19712	5	150,59	40,05	364,55	146,6	4,48	1,13	9,29	22,38	139	185,68	243,06	167,72	8,65
Recording14	Participant14	Timeline1	Entire Recording	1	image 10,imagen 1,imagen 2,imagen 3,imagen 4,imagen 7,imagen 8,imagen 9,imagen 11,inagen 5	98488	0				88036	667	132	683	3,22805	127	129,47	30,29	570,48	111,62	4,26	0,58	21,79	541,29	756	220,9	34,81	34,81	1,46
Recording15	Participant15	Timeline1	image 10	1	image 10	4999	85733				3531	353	10	300	3,48234	9	141,73	34,71	334,52	110,41	3,3	0,66	8,17	29,67	363	222,92	150,42	150,42	3,01
Recording15	Participant15	Timeline1	imagen 1	1	imagen 1	5015	45693				3664	458	8	883	3,51187	9	82,74	45,58	191,76	47,3	2,39	0,82	4,81	21,54	466	116,91	59,15	45,08	1,77
Recording15	Participant15	Timeline1	imagen 2	1	imagen 2	4999	50708				3064	511	6	217	2,88846	5	228,75	40,5	493,58	172,59	4,65	0,75	9,12	23,25	380	236,89	125,06	90,57	3,2
Recording15	Participant15	Timeline1	imagen 3	1	imagen 3	5015	55707				2631	292	9	283	3,25456	10	124,34	35,27	417,56	125,96	3,45	0,96	8,65	34,51	661	337,87	40,11	35,72	1,6
Recording15	Participant15	Timeline1	imagen 4	1	imagen 4	4999	60722				3980	332	12	167	3,30637	13	101,42	38,25	274,53	66,05	2,79	1,04	5,05	36,21	226	194,3	139,86	77,37	4,55
Recording15	Participant15	Timeline1	imagen 7	1	imagen 7	4999	65721				4030	504	8	133	3,11941	9	110,81	31,08	224,93	69,38	3,07	1,25	5,19	27,67	273	302,18	122,44	117,95	4,21
Recording15	Participant15	Timeline1	imagen 8	1	imagen 8	5015	70720				2748	550	5	733	2,91416	5	135,37	48,6	366,62	131,05	3,68	2,02	6,8	18,38	954	151,24	90,94	75,96	2,53
Recording15	Participant15	Timeline1	imagen 9	1	imagen 9	4999	75735				3264	408	8	266	3,14773	9	117,74	30,52	443,46	128,16	2,93	0,62	8,57	26,41	268	279,85	90,79	85,66	3,33
Recording15	Participant15	Timeline1	imagen 11	1	imagen 11	4999	90732				3997	500	8	250	3,34943	7	150,73	31,39	374,09	126,27	3,83	0,58	8,46	26,81	145	315,11	252,45	169,76	8,46
Recording15	Participant15	Timeline1	inagen 5	1	inagen 5	4999	80734				4164	416	10	183	3,43274	9	74,54	31,27	142,05	35,78	2,12	0,85	4,17	19,1	432	220,3	49,07	49,07	1,5
Recording15	Participant15	Timeline1	Entire Recording	1	image 10,imagen 1,imagen 2,imagen 3,imagen 4,imagen 7,imagen 8,imagen 9,imagen 11,inagen 5	95930	0				78859	602	131	167	3,25891	115	114,35	30,36	493,58	100,99	3,17	0,51	11,14	365,12	925	292,08	276,61	142,32	7,14
Recording2	Participant2	Timeline1	image 10	1	image 10	4999	87157				2232	223	10	133	2,99325	9	165,86	31,87	403,48	123,16	5	0,91	12,68	45,04	386	266,29	177,8	122,7	4,56
Recording2	Participant2	Timeline1	imagen 1	1	imagen 1	5015	47117				3581	298	12	183	3,26803	6	110,88	32,73	272,8	85,87	2,49	0,8	6,03	14,94	438	128,66	90,81	90,81	1,73
Recording2	Participant2	Timeline1	imagen 2	1	imagen 2	4999	52132				3697	308	12	150	3,1108	10	159,53	39,11	384,95	111,94	4,27	0,65	9,77	42,71	452	147,33	128,09	80,51	3,9
Recording2	Participant2	Timeline1	imagen 3	1	imagen 3	5015	57131				4080	291	14	100	2,96469	11	152,9	40,73	281,42	90,87	4,73	0,9	10,31	51,99	300	5,96	197,33	146,05	7,61
Recording2	Participant2	Timeline1	imagen 4	1	imagen 4	4999	62146				3831	192	20	217	2,88447	17	120,87	52,56	346,81	73,25	2,99	0,99	6,97	50,86	664	217,21	346,81	190,16	6,97
Recording2	Participant2	Timeline1	imagen 7	1	imagen 7	4999	67145				3164	352	9	67	2,75294	8	144,68	38,68	285,7	87,86	3,5	1,55	5,81	27,98	212	182,32	229,42	131,11	4,54
Recording2	Participant2	Timeline1	imagen 8	1	imagen 8	5015	72144				1033	516	2	416	2,96146	1	48,43	48,43	48,43		1,58	1,58	1,58	1,58	210	80,09	48,43	45,54	1,58
Recording2	Participant2	Timeline1	imagen 9	1	imagen 9	4999	77159				3847	226	17	433	3,07054	18	139,56	39,7	505,35	136,97	4,03	0,57	16,77	72,53	424	319,81	182,72	118,62	6,07
Recording2	Participant2	Timeline1	imagen 11	1	imagen 11	4999	92156				416	208	2	100	2,91929	3	118,06	37,46	204,02	83,41	2,99	0,85	4,57	8,98	233	307,86	112,68	100,68	3,56
Recording2	Participant2	Timeline1	inagen 5	1	inagen 5	4999	82158				3048	218	14	266	3,07618	8	141,94	56,11	233,85	67,49	3,92	1,34	8,56	31,39	654	281,62	222,88	129,12	4,67
Recording2	Participant2	Timeline1	Entire Recording	1	image 10,imagen 1,imagen 2,imagen 3,imagen 4,imagen 7,imagen 8,imagen 9,imagen 11,inagen 5	97353	0				71999	391	184	83	3,08822	127	125,04	31,79	505,35	95,54	3,46	0,57	16,77	439,59	422	80,94	33,7	33,7	0,9
Recording1	Participant1	Timeline1	image 10	1	image 10	4999	119064				3781	756	5	83	3,384	4	145,05	59,17	292,72	103,09	3,6	1,97	5,4	14,4	565	276,51	94,23	94,23	2,48
Recording1	Participant1	Timeline1	imagen 1	1	imagen 1	5016	79006				1949	278	7	716	3,45442	7	76,75	31,56	239,39	74,87	1,69	0,48	4,6	11,84	685	57,02	239,39	142,5	4,6
Recording1	Participant1	Timeline1	imagen 2	1	imagen 2	4999	84022				4513	645	7	117	2,80981	7	132,37	33,11	260,14	91,95	3,55	0,92	8,67	24,82	266	66,44	163,15	82,79	4,12
Recording1	Participant1	Timeline1	imagen 3	1	imagen 3	5015	89021				2731	546	5	233	3,04159	3	75,74	35,67	144,22	59,59	1,66	0,9	2,98	4,97	430	94,07	144,22	144,22	2,98
Recording1	Participant1	Timeline1	imagen 4	1	imagen 4	4999	94036				3547	355	10	500	3,05293	11	113,41	34,82	263,92	78,58	3,13	0,67	6,81	34,39	11	77,23	83,49	56,99	2,68
Recording1	Participant1	Timeline1	imagen 7	1	imagen 7	5015	99035				2965	741	4	849	2,97905	4	109,88	38,44	271,89	108,74	2,36	1,57	4,49	9,43	175	239,95	271,89	271,89	4,49
Recording1	Participant1	Timeline1	imagen 8	1	imagen 8	4999	104051				0		0			1	73,02	73,02	73,02		1,3	1,3	1,3	1,3	473	84,39	73,02	73,02	1,3
Recording1	Participant1	Timeline1	imagen 9	1	imagen 9	4999	109049				3231	323	10	150	2,8864	11	108,89	33,04	443,81	130,81	2,68	0,75	12,49	29,53	370	293,38	122,36	90,01	2,95
Recording1	Participant1	Timeline1	imagen 11	1	imagen 11	4999	124062				3614	1205	3	183	3,18975	3	97,11	33,23	140,86	56,57	2,46	1,35	3,98	7,37	280	277,46	140,86	82,45	3,98
Recording1	Participant1	Timeline1	inagen 5	1	inagen 5	5015	114048				4613	659	7	433	3,33628	7	114,2	31,63	354,91	116,91	2,77	0,62	7,31	19,39	218	35,13	354,91	207,41	7,31
Recording1	Participant1	Timeline1	Entire Recording	1	image 10,imagen 1,imagen 2,imagen 3,imagen 4,imagen 7,imagen 8,imagen 9,imagen 11,inagen 5	129232	0				83289	683	122	133	3,23786	105	96,21	30,08	443,81	85,06	2,6	0,34	12,49	273,35	684	96,42	32,36	32,36	0,72
Recording8	Participant8	Timeline1	image 10	1	image 10	4999	85401				4164	463	9	266	3,97695	9	141,5	78,64	204,51	43,89	4,16	2,56	7,66	37,47	221	224,05	204,51	162,52	6,17
Recording8	Participant8	Timeline1	imagen 1	1	imagen 1	5015	45344				4230	325	13	316	4,22061	14	249,19	34,31	654,4	174,86	6,25	1,34	12,73	87,44	6	109,41	485,37	198,7	10,49
Recording8	Participant8	Timeline1	imagen 2	1	imagen 2	4999	50360				4147	377	11	117	3,62508	12	214,17	31,2	526,38	176,23	7,2	0,9	16	86,38	154	267,96	52,78	52,78	1,62
Recording8	Participant8	Timeline1	imagen 3	1	imagen 3	4999	55358				3714	338	11	383	3,92165	11	109,91	30,11	281,99	73,71	3,48	0,34	7,51	38,24	185	59,38	80,95	80,95	1,82
Recording8	Participant8	Timeline1	imagen 4	1	imagen 4	5032	60357				4180	279	15	200	3,8309	16	150,39	35,59	385,84	108,87	4,5	1,3	10,85	72,06	199	275,61	57,18	49,33	1,68
Recording8	Participant8	Timeline1	imagen 7	1	imagen 7	4999	65389				4264	474	9	1249	3,92346	10	106,88	37,17	246,8	71,41	3,29	0,96	8,01	32,91	130	55,3	246,8	146,38	8,01
