Recording	Participant	Timeline	TOI	Interval	Media	Duration_of_interval	Start_of_interval	Last_key_press	Last_AOI_viewed	AOI_at_interval_end	Total_duration_of_whole_fixations	Average_duration_of_whole_fixations	Number_of_whole_fixations	Duration_of_first_whole_fixation	Average_whole-fixation_pupil_diameter	Number_of_saccades	Average_peak_velocity_of_saccades	Minimum_peak_velocity_of_saccades	Maximum_peak_velocity_of_saccades	Standard_deviation_of_peak_velocity_of_saccades	Average_amplitude_of_saccades	Minimum_amplitude_of_saccades	Maximum_amplitude_of_saccades	Total_amplitude_of_saccades	Time_to_first_saccade	Direction_of_first_saccade	Peak_velocity_of_first_saccade	Average_velocity_of_first_saccade	Amplitude_of_first_saccade
Recording20	Participant20	Timeline1	imagen 4	1	imagen 4	4982	60571				4230	705	6	150	3,69597	7	126,09	68,55	218,38	54,02	4,05	1,9	7,86	28,38	190	210,83	100,64	64,72	3,33
Recording20	Participant20	Timeline1	imagen 7	1	imagen 7	4999	70568				1566	313	5	300	3,37162	5	178,29	35,16	439,23	161,66	4,78	0,57	9,44	23,88	768	209,6	79,36	64,85	2,4
Recording20	Participant20	Timeline1	imagen 8	1	imagen 8	4999	75567				3581	1194	3	283	3,80205	4	177,06	126,17	269,61	63,48	5,16	4,99	5,48	20,64	533	179,51	269,61	150,29	5,48
Recording20	Participant20	Timeline1	imagen 9	1	imagen 9	4999	80566				3764	269	14	233	3,40631	15	190,5	33,13	800,52	199,33	5,2	1	17,01	77,98	397	228,66	419,78	179,01	9,4
Recording20	Participant20	Timeline1	imagen 11	1	imagen 11	4999	90580				2282	456	5	183	3,26662	6	106,27	32,56	211,97	64,68	3,52	0,99	7,07	21,12	242	337,33	151,23	103,88	5,23
Recording20	Participant20	Timeline1	inagen 5	1	inagen 5	5015	65553				616	308	2	183	3,41912	3	105,74	40,32	160,43	60,77	3,52	1,48	5,23	10,56	171	70,53	160,43	98,56	5,23
Recording20	Participant20	Timeline1	Entire Recording	1	image 10,imagen 1,imagen 2,imagen 3,imagen 4,imagen 7,imagen 8,imagen 9,imagen 11,inagen 5	95760	0				76778	595	129	366	3,51843	124	143,92	31,08	800,52	119,22	4,69	0,57	17,01	581	721	199,63	54,12	51,09	1,95
Recording16	Participant16	Timeline1	image 10	1	image 10	4999	88904				3181	318	10	150	3,00343	11	119,87	36,32	235,72	68,93	3,82	1,33	7,5	42,07	161	75,09	91,38	79,94	3,12
Recording16	Participant16	Timeline1	imagen 1	1	imagen 1	5016	48863				4047	675	6	550	3,55964	6	101,27	34,44	263,62	84,72	2,67	1,02	7,38	16,02	1013	234,93	118,75	118,75	2,23
Recording16	Participant16	Timeline1	imagen 2	1	imagen 2	4999	53879				4180	380	11	117	3,00312	12	115,59	34,9	409,63	112,89	3,5	1,11	11,35	42,02	145	87,84	129,86	95,86	3,66
Recording16	Participant16	Timeline1	imagen 3	1	imagen 3	5032	58878				3964	264	15	83	3,13531	14	125,4	32,11	399,12	112,3	3,55	1,21	11,42	49,76	59	1,56	102,39	72,32	3,67
Recording16	Participant16	Timeline1	imagen 4	1	imagen 4	4982	63910				4147	296	14	200	3,11676	15	121,13	35,09	294,57	72,39	3,25	0,82	6,77	48,72	123	191,7	120,29	93,34	4,73
Recording16	Participant16	Timeline1	imagen 7	1	imagen 7	5015	73891				4164	379	11	150	2,85332	11	80,76	35,82	232,59	59,52	2,29	0,87	7,27	25,16	235	297,76	58,48	58,48	1,57
Recording16	Participant16	Timeline1	imagen 8	1	imagen 8	4999	78906				2648	530	5	516	3,14895	6	55,28	42,18	83,78	16,5	1,58	1,14	2,23	9,47	216	67,83	42,92	42,92	1,29
Recording16	Participant16	Timeline1	imagen 9	1	imagen 9	4999	83905				3980	332	12	117	2,9958	11	92,47	32,53	240,57	64,53	2,86	0,69	6,57	31,51	197	246,83	71,01	64,88	2,41
Recording16	Participant16	Timeline1	imagen 11	1	imagen 11	4999	93902				3931	302	13	150	2,88158	13	101,56	34,95	247,94	65,05	3,04	0,79	6,44	39,58	175	73,22	247,94	110,75	5,93
Recording16	Participant16	Timeline1	inagen 5	1	inagen 5	4999	68892				4130	826	5	183	3,23248	5	96,61	37,68	153,6	51,78	3,23	0,69	6,17	16,13	137	153,61	144,05	117,04	6,17
Recording16	Participant16	Timeline1	Entire Recording	1	image 10,imagen 1,imagen 2,imagen 3,imagen 4,imagen 7,imagen 8,imagen 9,imagen 11,inagen 5	99098	0				85338	454	188	849	3,10424	175	105,46	31,58	559,05	83,86	3,24	0,69	11,52	566,87	1012	301,08	61,58	55,59	1,8
Recording9	Participant9	Timeline1	image 10	1	image 10	4999	97189				3481	268	13	250	3,88828	14	191,63	30,26	576,85	138,37	5,96	1,11	10,67	83,47	148	184,44	285,06	203,4	10,67
Recording9	Participant9	Timeline1	imagen 1	1	imagen 1	5015	57132				4314	308	14	366	4,49442	15	117,4	38,03	258,69	61,35	3,34	0,86	6,47	50,03	17	170,57	73,81	60,98	2,01
Recording9	Participant9	Timeline1	imagen 2	1	imagen 2	5016	62148				4380	487	9	133	3,73261	9	207,2	33,03	363,06	119,6	6,67	0,92	11,04	60,05	48	283,47	81,03	65,63	3,24
Recording9	Participant9	Timeline1	imagen 3	1	imagen 3	4999	67163				3847	350	11	150	4,08721	12	171,12	32,9	739,36	199,27	4,82	0,99	12,96	57,79	212	140,17	340,59	141,51	9,64
Recording9	Participant9	Timeline1	imagen 4	1	imagen 4	5015	72162				4247	386	11	466	4,03497	12	117,56	31,01	284,66	73,64	3,46	0,99	6,22	41,53	310	76,25	100,76	83,14	2,82
Recording9	Participant9	Timeline1	imagen 7	1	imagen 7	4999	82176				4047	337	12	133	3,84486	12	143,84	39,82	316,88	102,52	4,62	1,22	9,79	55,49	55	90,03	232,4	137,31	7,84
Recording9	Participant9	Timeline1	imagen 8	1	imagen 8	5015	87175				3897	487	8	916	3,73424	9	87,36	45,31	141,77	32,66	2,52	1,23	3,5	22,71	170	59,79	88,93	76,64	3,04
Recording9	Participant9	Timeline1	imagen 9	1	imagen 9	4999	92190				4014	334	12	366	3,88381	13	256,49	32,63	726,85	252	6,6	0,91	16,59	85,83	250	221,11	387,78	167,96	8,73
Recording9	Participant9	Timeline1	imagen 11	1	imagen 11	4999	102188				3930	357	11	150	4,00593	12	103,04	40,75	207,09	55,12	3,43	1,28	7,66	41,14	46	215,97	92,99	85,77	3,24
Recording9	Participant9	Timeline1	inagen 5	1	inagen 5	4999	77177				4230	423	10	366	4,29166	10	70,76	32,58	224,71	63,2	2,2	0,98	8,13	21,97	158	53,71	143,38	94,35	3,2
Recording9	Participant9	Timeline1	Entire Recording	1	image 10,imagen 1,imagen 2,imagen 3,imagen 4,imagen 7,imagen 8,imagen 9,imagen 11,inagen 5	107386	0				80758	478	169	167	4,07621	170	140,67	30,07	739,36	127,96	4,4	0,71	16,59	748,65	526	119,88	230,38	138,03	4,26
Recording6	Participant6	Timeline1	image 10	1	image 10	4999	85058				3148	350	9	217	2,82982	10	145,13	47,56	394,38	101,32	4,31	1,24	8,57	43,11	257	333,4	84,64	81,53	3,72
Recording6	Participant6	Timeline1	imagen 1	1	imagen 1	5030	44987				4214	702	6	533	3,12612	7	61,26	36,66	105,35	22,09	2,17	1,45	3,78	15,17	340	246,06	53,9	46,52	2,15
Recording6	Participant6	Timeline1	imagen 2	1	imagen 2	4999	50016				3148	393	8	300	2,62479	8	159,87	48,97	406,94	127,16	5,53	1,8	10,21	44,23	190	128,71	133,32	107,05	5,66
Recording6	Participant6	Timeline1	imagen 3	1	imagen 3	4999	55015				4447	556	8	583	2,84034	8	159,85	59	274,3	85,32	5,07	1,89	7,66	40,57	787	1,03	274,3	112,8	7,66
Recording6	Participant6	Timeline1	imagen 4	1	imagen 4	5015	60014				4447	1112	4	483	2,97412	5	86,79	34,17	153,85	50,5	2,6	0,67	4,8	13,02	219	226,23	125,15	76,52	4,32
Recording6	Participant6	Timeline1	imagen 7	1	imagen 7	4999	70028				1965	983	2	1665	2,80985	3	44,95	31,36	67,2	19,42	1,8	1,03	2,33	5,41	297	274,26	36,3	36,3	1,03
Recording6	Participant6	Timeline1	imagen 8	1	imagen 8	5032	75027				4164	1041	4	849	2,82216	5	87,42	31,85	150,13	53,16	2,99	0,95	5,25	14,94	278	58,92	31,92	31,92	1,17
Recording6	Participant6	Timeline1	imagen 9	1	imagen 9	4999	80059				3814	318	12	233	2,70804	12	104,46	30,08	255,55	83,67	3,57	0,82	11,44	42,82	42	36,39	91,25	66,11	2,42
